workbook,requested_view,twb_file,worksheet,datasources,filters_count
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Admin SM - BTN Documentación,federated.0qiz8oi1sb3cd813zi06q01yhyh5,0
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Admin SM - BTN Instructivo Navegación,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Admin SM - Contacto,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Admin SM - Descripción,federated.0qiz8oi1sb3cd813zi06q01yhyh5,0
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Caracteristicas - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Características - BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Características - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,9
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Características - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,7
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Características - Jerarquía,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,9
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Características - Torta,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Características - Título,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,8
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Características- Filtro Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Cruces Relevantes - Aperturas - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,11
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Cruces Relevantes - Aperturas - Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Cruces Relevantes - Aperturas y Grupos - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Cruces Relevantes - Aperturas y Grupos - Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Cruces Relevantes - BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Cruces Relevantes - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Cruces Relevantes - Datos Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,7
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Cruces Relevantes - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,7
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Cruces Relevantes - Filtro Inidicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Cruces Relevantes - Titulo,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,8
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Distribución Territorial - BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Distribución Territorial - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Distribución Territorial - Departamental Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Distribución Territorial - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,5
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Distribución Territorial - Filtro Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Distribución Territorial - Provincial Aperturas - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Distribución Territorial - Provincial Geográfico,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Distribución Territorial - Provincial Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Distribución Territorial - Regional Geográfico,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Distribución Territorial - Regional Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Distribución Territorial - Tapa valores geográfico,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,5
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Distribución Territorial - Título,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Evolución Temporal - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Evolución Temporal - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,5
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Evolución Temporal - Filtro Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Evolución Temporal - Lineas x año,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,8
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Evolución Temporal - Lineas x período,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Evolución Temporal . BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Evolución temporal - Título,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Home - BTN,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Indicador - Datos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Limpiar Filtros - BTN,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Mapa Indicadores - BTN Abrir,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Mapa Indicadores - BTN Abrir/Cerrar,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,0
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Mapa Indicadores - BTN Cerrar,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Mapa Indicadores - Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Mapa Indicadores - Titulo,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Principal - SET PARAMETROS,,0
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Tablero - BTN Documentación,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Tablero - BTN Ficha indicadores,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Tablero - BTN Reportes,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Tablero - Datos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Tablero - Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Tablero - Secciones,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Temas - Tabla,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Temas - Tabla (2),federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_1Aspectosdemogrficos_Informacincensal,DHBEvolucinTemporal,1.1 Aspectos demogr├íficos_Informaci├│n censal.twb,Temas - Tabla (3),federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Admin SM - BTN Documentación,federated.0qiz8oi1sb3cd813zi06q01yhyh5,0
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Admin SM - BTN Instructivo Navegación,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Admin SM - Contacto,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Admin SM - Descripción,federated.0qiz8oi1sb3cd813zi06q01yhyh5,0
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Caracteristicas - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Características - BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Características - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,9
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Características - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,7
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Características - Jerarquía,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,9
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Características - Torta,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Características - Título,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,8
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Características- Filtro Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Cruces Relevantes - Aperturas - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,11
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Cruces Relevantes - Aperturas - Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Cruces Relevantes - Aperturas y Grupos - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Cruces Relevantes - Aperturas y Grupos - Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Cruces Relevantes - BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Cruces Relevantes - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Cruces Relevantes - Datos Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,7
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Cruces Relevantes - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,7
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Cruces Relevantes - Filtro Inidicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Cruces Relevantes - Titulo,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,8
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Distribución Territorial - BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Distribución Territorial - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Distribución Territorial - Departamental Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Distribución Territorial - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,5
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Distribución Territorial - Filtro Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Distribución Territorial - Provincial Aperturas - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Distribución Territorial - Provincial Geográfico,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Distribución Territorial - Provincial Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Distribución Territorial - Regional Geográfico,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Distribución Territorial - Regional Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Distribución Territorial - Tapa valores geográfico,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,5
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Distribución Territorial - Título,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Evolución Temporal - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Evolución Temporal - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,5
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Evolución Temporal - Filtro Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Evolución Temporal - Lineas x año,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,8
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Evolución Temporal - Lineas x período,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Evolución Temporal . BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Evolución temporal - Título,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Home - BTN,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Indicador - Datos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Limpiar Filtros - BTN,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Mapa Indicadores - BTN Abrir,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Mapa Indicadores - BTN Abrir/Cerrar,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,0
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Mapa Indicadores - BTN Cerrar,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Mapa Indicadores - Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Mapa Indicadores - Titulo,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Principal - SET PARAMETROS,,0
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Tablero - BTN Documentación,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Tablero - BTN Ficha indicadores,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Tablero - BTN Reportes,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Tablero - Datos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Tablero - Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Tablero - Secciones,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Temas - Tabla,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Temas - Tabla (2),federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
1_2Aspectosdemogrficos_Censal,DHBEvolucinTemporal,1.2 Aspectos demogr├íficos_ Censal.twb,Temas - Tabla (3),federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
2_1NBI,DHBEvolucinTemporal,2.1 NBI.twb,Admin SM - BTN Documentación,federated.0qiz8oi1sb3cd813zi06q01yhyh5,0
2_1NBI,DHBEvolucinTemporal,2.1 NBI.twb,Admin SM - BTN Instructivo Navegación,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
2_1NBI,DHBEvolucinTemporal,2.1 NBI.twb,Admin SM - Contacto,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
2_1NBI,DHBEvolucinTemporal,2.1 NBI.twb,Admin SM - Descripción,federated.0qiz8oi1sb3cd813zi06q01yhyh5,0
2_1NBI,DHBEvolucinTemporal,2.1 NBI.twb,Caracteristicas - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
2_1NBI,DHBEvolucinTemporal,2.1 NBI.twb,Características - BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
2_1NBI,DHBEvolucinTemporal,2.1 NBI.twb,Características - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,9
2_1NBI,DHBEvolucinTemporal,2.1 NBI.twb,Características - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,7
2_1NBI,DHBEvolucinTemporal,2.1 NBI.twb,Características - Jerarquía,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,9
2_1NBI,DHBEvolucinTemporal,2.1 NBI.twb,Características - Torta,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
2_1NBI,DHBEvolucinTemporal,2.1 NBI.twb,Características - Título,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,8
2_1NBI,DHBEvolucinTemporal,2.1 NBI.twb,Características- Filtro Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
2_1NBI,DHBEvolucinTemporal,2.1 NBI.twb,Cruces Relevantes - Aperturas - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,11
