workbook,requested_view,twb_file,worksheet,datasources,filters_count
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Cruces Relevantes - Aperturas - Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Cruces Relevantes - Aperturas y Grupos - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Cruces Relevantes - Aperturas y Grupos - Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Cruces Relevantes - BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Cruces Relevantes - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Cruces Relevantes - Datos Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,7
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Cruces Relevantes - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,7
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Cruces Relevantes - Filtro Inidicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Cruces Relevantes - Titulo,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,8
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Distribución Territorial - BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Distribución Territorial - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Distribución Territorial - Departamental Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Distribución Territorial - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,5
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Distribución Territorial - Filtro Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Distribución Territorial - Provincial Aperturas - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Distribución Territorial - Provincial Geográfico,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Distribución Territorial - Provincial Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Distribución Territorial - Regional Geográfico,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Distribución Territorial - Regional Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Distribución Territorial - Tapa valores geográfico,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,5
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Distribución Territorial - Título,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Evolución Temporal - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Evolución Temporal - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,5
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Evolución Temporal - Filtro Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Evolución Temporal - Lineas x año,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,8
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Evolución Temporal - Lineas x período,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Evolución Temporal . BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Evolución temporal - Título,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Home - BTN,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Indicador - Datos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Limpiar Filtros - BTN,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Mapa Indicadores - BTN Abrir,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Mapa Indicadores - BTN Abrir/Cerrar,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,0
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Mapa Indicadores - BTN Cerrar,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Mapa Indicadores - Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Mapa Indicadores - Titulo,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Principal - SET PARAMETROS,,0
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Tablero - BTN Documentación,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Tablero - BTN Ficha indicadores,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Tablero - BTN Reportes,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Tablero - Datos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Tablero - Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Tablero - Secciones,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Temas - Tabla,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Temas - Tabla (2),federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,7.3b Mortalidad adolescente Causas.twb,Temas - Tabla (3),federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Admin SM - BTN Documentación,federated.0qiz8oi1sb3cd813zi06q01yhyh5,0
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Admin SM - BTN Instructivo Navegación,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Admin SM - Contacto,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Admin SM - Descripción,federated.0qiz8oi1sb3cd813zi06q01yhyh5,0
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Caracteristicas - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Características - BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Características - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,9
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Características - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,7
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Características - Jerarquía,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,9
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Características - Torta,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Características - Título,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,8
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Características- Filtro Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Cruces Relevantes - Aperturas - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,11
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Cruces Relevantes - Aperturas - Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Cruces Relevantes - Aperturas y Grupos - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Cruces Relevantes - Aperturas y Grupos - Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Cruces Relevantes - BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Cruces Relevantes - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Cruces Relevantes - Datos Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,7
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Cruces Relevantes - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,7
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Cruces Relevantes - Filtro Inidicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Cruces Relevantes - Titulo,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,8
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Distribución Territorial - BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Distribución Territorial - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Distribución Territorial - Departamental Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Distribución Territorial - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,5
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Distribución Territorial - Filtro Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Distribución Territorial - Provincial Aperturas - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Distribución Territorial - Provincial Geográfico,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Distribución Territorial - Provincial Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Distribución Territorial - Regional Geográfico,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Distribución Territorial - Regional Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Distribución Territorial - Tapa valores geográfico,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,5
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Distribución Territorial - Título,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Evolución Temporal - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Evolución Temporal - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,5
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Evolución Temporal - Filtro Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Evolución Temporal - Lineas x año,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,8
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Evolución Temporal - Lineas x período,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Evolución Temporal . BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Evolución temporal - Título,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Home - BTN,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Indicador - Datos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Limpiar Filtros - BTN,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Mapa Indicadores - BTN Abrir,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Mapa Indicadores - BTN Abrir/Cerrar,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,0
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Mapa Indicadores - BTN Cerrar,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Mapa Indicadores - Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Mapa Indicadores - Titulo,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Principal - SET PARAMETROS,,0
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Tablero - BTN Documentación,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Tablero - BTN Ficha indicadores,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Tablero - BTN Reportes,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Tablero - Datos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Tablero - Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Tablero - Secciones,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Temas - Tabla,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Temas - Tabla (2),federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,7.3c Mortalidad adolescente Causas externas.twb,Temas - Tabla (3),federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Admin SM - BTN Documentación,federated.0qiz8oi1sb3cd813zi06q01yhyh5,0
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Admin SM - BTN Instructivo Navegación,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Admin SM - Contacto,federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Admin SM - Descripción,federated.0qiz8oi1sb3cd813zi06q01yhyh5,0
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Caracteristicas - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,2
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Características - BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Características - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,9
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Características - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,7
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Características - Jerarquía,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,9
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Características - Torta,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Características - Título,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,8
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Características- Filtro Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Cruces Relevantes - Aperturas - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,11
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Cruces Relevantes - Aperturas - Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Cruces Relevantes - Aperturas y Grupos - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Cruces Relevantes - Aperturas y Grupos - Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,10
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Cruces Relevantes - BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Cruces Relevantes - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Cruces Relevantes - Datos Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,7
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Cruces Relevantes - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,7
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Cruces Relevantes - Filtro Inidicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Cruces Relevantes - Titulo,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,8
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Distribución Territorial - BTN,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,3
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Distribución Territorial - BTN Mostrar Gráficos,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,1
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Distribución Territorial - Departamental Tabla,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Distribución Territorial - Filtro,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,5
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Distribución Territorial - Filtro Indicador,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,4
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,7.3d Mortalidad adolescente Accidentes.twb,Distribución Territorial - Provincial Aperturas - Barras,Parameters | federated.0qiz8oi1sb3cd813zi06q01yhyh5,6
