workbook,requested_view,twb_file,datasource,datasource_internal,field_name,caption,datatype,role,type,aggregation,semantic_role,hidden,param_domain_type,calculation_class,formula,members_json
4_2cNatalidadMadreyparto,DHBEvolucinTemporal,4.2c Natalidad Madre y parto.twb,Parameters,Parameters,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_2cNatalidadMadreyparto,DHBEvolucinTemporal,4.2c Natalidad Madre y parto.twb,Parameters,Parameters,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_2cNatalidadMadreyparto,DHBEvolucinTemporal,4.2c Natalidad Madre y parto.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla""",[]
4_2cNatalidadMadreyparto,DHBEvolucinTemporal,4.2c Natalidad Madre y parto.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General""",[]
4_2cNatalidadMadreyparto,DHBEvolucinTemporal,4.2c Natalidad Madre y parto.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal""",[]
4_2cNatalidadMadreyparto,DHBEvolucinTemporal,4.2c Natalidad Madre y parto.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""4.2c. Natalidad y salud en el primer año. Características de la madre y del parto""",[]
4_2cNatalidadMadreyparto,DHBEvolucinTemporal,4.2c Natalidad Madre y parto.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false,[]
4_2cNatalidadMadreyparto,DHBEvolucinTemporal,4.2c Natalidad Madre y parto.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico_apertura_grupo (copia)_1886797147614048275],p_grafico_caracteristicas,string,measure,nominal,,,,list,tableau,"""Todos""",[]
4_2cNatalidadMadreyparto,DHBEvolucinTemporal,4.2c Natalidad Madre y parto.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_mostrar_indicadores (copy)_4723009404655562774],p_ver_graficos_caracteristicas,boolean,measure,nominal,,,,list,tableau,false,[]
4_2cNatalidadMadreyparto,DHBEvolucinTemporal,4.2c Natalidad Madre y parto.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_caracteristicas (copy)_54254335857623040],p_ver_graficos_cruces_relevantes,boolean,measure,nominal,,,,list,tableau,false,[]
4_2cNatalidadMadreyparto,DHBEvolucinTemporal,4.2c Natalidad Madre y parto.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false,[]
4_2cNatalidadMadreyparto,DHBEvolucinTemporal,4.2c Natalidad Madre y parto.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false,[]
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,Parameters,Parameters,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla""","[{""value"": ""\""Barras\""""}, {""value"": ""\""Tabla\""""}, {""value"": ""\""Barras y tabla\""""}]"
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,Parameters,Parameters,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General""",[]
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,Parameters,Parameters,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal""","[{""value"": ""\""Evolución temporal\""""}, {""value"": ""\""Distribución territorial\""""}, {""value"": ""\""Cruces relevantes\""""}, {""value"": ""\""Características\""""}]"
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,Parameters,Parameters,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""4.2d. Natalidad y salud en el primer año. Lactancia materna""",[]
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,Parameters,Parameters,[Parámetro 3],p_codigo_indicador,string,measure,nominal,,,,any,tableau,"""""",[]
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,Parameters,Parameters,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,Parameters,Parameters,[p_grafico_apertura_grupo (copia)_1886797147614048275],p_grafico_caracteristicas,string,measure,nominal,,,,list,tableau,"""Todos""","[{""value"": ""\""Jerarquía\""""}, {""value"": ""\""Torta\""""}, {""value"": ""\""Barras\""""}, {""value"": ""\""Todos\""""}]"
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,Parameters,Parameters,[p_mostrar_indicadores (copy)_4723009404655562774],p_ver_graficos_caracteristicas,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,Parameters,Parameters,[p_ver_graficos_caracteristicas (copy)_54254335857623040],p_ver_graficos_cruces_relevantes,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,Parameters,Parameters,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,Parameters,Parameters,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla""",[]
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General""",[]
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal""",[]
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""4.2d. Natalidad y salud en el primer año. Lactancia materna""",[]
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false,[]
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico_apertura_grupo (copia)_1886797147614048275],p_grafico_caracteristicas,string,measure,nominal,,,,list,tableau,"""Todos""",[]
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_mostrar_indicadores (copy)_4723009404655562774],p_ver_graficos_caracteristicas,boolean,measure,nominal,,,,list,tableau,false,[]
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_caracteristicas (copy)_54254335857623040],p_ver_graficos_cruces_relevantes,boolean,measure,nominal,,,,list,tableau,false,[]
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false,[]
4_2dNatalidadLactancia,DHBEvolucinTemporal,4.2d Natalidad Lactancia.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false,[]
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,Parameters,Parameters,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla""","[{""value"": ""\""Barras\""""}, {""value"": ""\""Tabla\""""}, {""value"": ""\""Barras y tabla\""""}]"
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,Parameters,Parameters,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General""",[]
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,Parameters,Parameters,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal""","[{""value"": ""\""Evolución temporal\""""}, {""value"": ""\""Distribución territorial\""""}, {""value"": ""\""Cruces relevantes\""""}, {""value"": ""\""Características\""""}]"
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,Parameters,Parameters,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""4.3a. Mortalidad infantil. Tasa de mortalidad infantil""",[]
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,Parameters,Parameters,[Parámetro 3],p_codigo_indicador,string,measure,nominal,,,,any,tableau,"""""",[]
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,Parameters,Parameters,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,Parameters,Parameters,[p_grafico_apertura_grupo (copia)_1886797147614048275],p_grafico_caracteristicas,string,measure,nominal,,,,list,tableau,"""Todos""","[{""value"": ""\""Jerarquía\""""}, {""value"": ""\""Torta\""""}, {""value"": ""\""Barras\""""}, {""value"": ""\""Todos\""""}]"
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,Parameters,Parameters,[p_mostrar_indicadores (copy)_4723009404655562774],p_ver_graficos_caracteristicas,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,Parameters,Parameters,[p_ver_graficos_caracteristicas (copy)_54254335857623040],p_ver_graficos_cruces_relevantes,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,Parameters,Parameters,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,Parameters,Parameters,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla""",[]
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General""",[]
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal""",[]
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""4.3a. Mortalidad infantil. Tasa de mortalidad infantil""",[]
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false,[]
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico_apertura_grupo (copia)_1886797147614048275],p_grafico_caracteristicas,string,measure,nominal,,,,list,tableau,"""Todos""",[]
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_mostrar_indicadores (copy)_4723009404655562774],p_ver_graficos_caracteristicas,boolean,measure,nominal,,,,list,tableau,false,[]
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_caracteristicas (copy)_54254335857623040],p_ver_graficos_cruces_relevantes,boolean,measure,nominal,,,,list,tableau,false,[]
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false,[]
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,4.3a Mortalidad infantil Tasas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false,[]
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,Parameters,Parameters,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla""","[{""value"": ""\""Barras\""""}, {""value"": ""\""Tabla\""""}, {""value"": ""\""Barras y tabla\""""}]"
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,Parameters,Parameters,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General""",[]
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,Parameters,Parameters,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal""","[{""value"": ""\""Evolución temporal\""""}, {""value"": ""\""Distribución territorial\""""}, {""value"": ""\""Cruces relevantes\""""}, {""value"": ""\""Características\""""}]"
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,Parameters,Parameters,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""4.3b. Mortalidad infantil. Características de la defunciones infantiles""",[]
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,Parameters,Parameters,[Parámetro 3],p_codigo_indicador,string,measure,nominal,,,,any,tableau,"""""",[]
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,Parameters,Parameters,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,Parameters,Parameters,[p_grafico_apertura_grupo (copia)_1886797147614048275],p_grafico_caracteristicas,string,measure,nominal,,,,list,tableau,"""Todos""","[{""value"": ""\""Jerarquía\""""}, {""value"": ""\""Torta\""""}, {""value"": ""\""Barras\""""}, {""value"": ""\""Todos\""""}]"
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,Parameters,Parameters,[p_mostrar_indicadores (copy)_4723009404655562774],p_ver_graficos_caracteristicas,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,Parameters,Parameters,[p_ver_graficos_caracteristicas (copy)_54254335857623040],p_ver_graficos_cruces_relevantes,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,Parameters,Parameters,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,Parameters,Parameters,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla""",[]
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General""",[]
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal""",[]
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""4.3b. Mortalidad infantil. Características de la defunciones infantiles""",[]
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false,[]
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico_apertura_grupo (copia)_1886797147614048275],p_grafico_caracteristicas,string,measure,nominal,,,,list,tableau,"""Todos""",[]
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_mostrar_indicadores (copy)_4723009404655562774],p_ver_graficos_caracteristicas,boolean,measure,nominal,,,,list,tableau,false,[]
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_caracteristicas (copy)_54254335857623040],p_ver_graficos_cruces_relevantes,boolean,measure,nominal,,,,list,tableau,false,[]
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false,[]
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,4.3b Mortalidad infantil Caracter├¡sticas.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false,[]
4_3cMortalidadMaterna,DHBEvolucinTemporal,4.3c Mortalidad Materna.twb,Parameters,Parameters,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla""","[{""value"": ""\""Barras\""""}, {""value"": ""\""Tabla\""""}, {""value"": ""\""Barras y tabla\""""}]"
4_3cMortalidadMaterna,DHBEvolucinTemporal,4.3c Mortalidad Materna.twb,Parameters,Parameters,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General""",[]
4_3cMortalidadMaterna,DHBEvolucinTemporal,4.3c Mortalidad Materna.twb,Parameters,Parameters,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal""","[{""value"": ""\""Evolución temporal\""""}, {""value"": ""\""Distribución territorial\""""}, {""value"": ""\""Cruces relevantes\""""}, {""value"": ""\""Características\""""}]"
4_3cMortalidadMaterna,DHBEvolucinTemporal,4.3c Mortalidad Materna.twb,Parameters,Parameters,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""4.3c. Mortalidad materna""",[]
4_3cMortalidadMaterna,DHBEvolucinTemporal,4.3c Mortalidad Materna.twb,Parameters,Parameters,[Parámetro 3],p_codigo_indicador,string,measure,nominal,,,,any,tableau,"""""",[]
4_3cMortalidadMaterna,DHBEvolucinTemporal,4.3c Mortalidad Materna.twb,Parameters,Parameters,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_3cMortalidadMaterna,DHBEvolucinTemporal,4.3c Mortalidad Materna.twb,Parameters,Parameters,[p_grafico_apertura_grupo (copia)_1886797147614048275],p_grafico_caracteristicas,string,measure,nominal,,,,list,tableau,"""Todos""","[{""value"": ""\""Jerarquía\""""}, {""value"": ""\""Torta\""""}, {""value"": ""\""Barras\""""}, {""value"": ""\""Todos\""""}]"
4_3cMortalidadMaterna,DHBEvolucinTemporal,4.3c Mortalidad Materna.twb,Parameters,Parameters,[p_mostrar_indicadores (copy)_4723009404655562774],p_ver_graficos_caracteristicas,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_3cMortalidadMaterna,DHBEvolucinTemporal,4.3c Mortalidad Materna.twb,Parameters,Parameters,[p_ver_graficos_caracteristicas (copy)_54254335857623040],p_ver_graficos_cruces_relevantes,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_3cMortalidadMaterna,DHBEvolucinTemporal,4.3c Mortalidad Materna.twb,Parameters,Parameters,[p_ver_graficos_cruces_relevantes (copy)_54254335887020034],p_ver_graficos_dist_territorial,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_3cMortalidadMaterna,DHBEvolucinTemporal,4.3c Mortalidad Materna.twb,Parameters,Parameters,[p_ver_graficos_dist_territorial (copy)_54254335887122435],p_ver_graficos_evol_temporal,boolean,measure,nominal,,,,list,tableau,false,"[{""value"": ""true""}, {""value"": ""false""}]"
4_3cMortalidadMaterna,DHBEvolucinTemporal,4.3c Mortalidad Materna.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Gráfico seleccionado (copia)_541839333440561152],p_grafico_cruces_relevantes,string,measure,nominal,,,,list,tableau,"""Barras y tabla""",[]
4_3cMortalidadMaterna,DHBEvolucinTemporal,4.3c Mortalidad Materna.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parametro gráfico (copia)_541839334149496838],p_seccion,string,measure,nominal,,,,list,tableau,"""Situación General""",[]
4_3cMortalidadMaterna,DHBEvolucinTemporal,4.3c Mortalidad Materna.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 1],p_grafico,string,measure,nominal,,,,list,tableau,"""Evolución temporal""",[]
4_3cMortalidadMaterna,DHBEvolucinTemporal,4.3c Mortalidad Materna.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[Parámetro 2],p_tablero,string,measure,nominal,,,,list,tableau,"""4.3c. Mortalidad materna""",[]
4_3cMortalidadMaterna,DHBEvolucinTemporal,4.3c Mortalidad Materna.twb,DATOS_ADMIN_SM,federated.0qiz8oi1sb3cd813zi06q01yhyh5,[p_grafico (copia)],p_mostrar_indicadores,boolean,measure,nominal,,,,list,tableau,false,[]
