workbook,view,tema,status,package_type,bytes,worksheets,dashboards,fields,calculated_fields,filters,parameters,connections,relations,actions,hyper_tables,hyper_columns,hyper_rows,worksheet_signature,dashboard_signature,parameter_signature,formula_signature,schema_signature,logical_tables,family_signature,family_id
3_3hMatrculaIETasadeegreso,DHBEvolucinTemporal,educacion-y-cuidado,ok,twbx_zip,4557415,59,4,292,82,247,21,4,30,79,7,73,13048,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,1b76784fce946860bbf9d4b18f36f8e07218cfd10f0c4dd79eb605c5fe1e6734,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
3_4aEducacinespecialEstablecimientos,DHBEvolucinTemporal,educacion-y-cuidado,ok,twbx_zip,4571238,59,4,292,82,247,21,4,30,79,7,73,13857,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,836e0d95d9c03b67b521811d38db500c3039d33d7984254e904eda03b294ae62,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
3_4bEducacinespecialMatrcula,DHBEvolucinTemporal,educacion-y-cuidado,ok,twbx_zip,4571755,59,4,292,82,247,21,4,30,79,7,73,13915,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,02c7371f514a08c39cb32d9f6a90fcc49e7e4da361ae84b534252f8762238bfc,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
3_5aTICsICensal,DHBEvolucinTemporal,educacion-y-cuidado,ok,twbx_zip,4557007,59,4,292,82,247,21,4,30,79,7,73,13048,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,015a6e4b93dc1e2e8f325870fc850b3f1ee72149ecae87c02ed87d0b94e4a04d,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
3_5bTICsIEPH,DHBEvolucinTemporal,educacion-y-cuidado,ok,twbx_zip,4557246,59,4,292,82,247,21,4,30,79,7,73,13048,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,43259b3f6e5e92bf98655c097396626d2654514b24d39b8740520ed0c5e2aba6,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
4_1Coberturadesalud,DHBEvolucinTemporal,salud,ok,twbx_zip,4557107,59,4,292,82,247,21,4,30,79,7,73,13048,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,0088fe0d63394da8d5973b4dcc0fb99ed9cb8bd38590dececda9e5bae5849e50,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
4_2aNatalidad,DHBEvolucinTemporal,salud,ok,twbx_zip,4557642,59,4,292,82,247,21,4,30,79,7,73,13050,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,d70c503ece0804b0f8a70b4a496997b97ced427a47ceb941962619793c9a82f0,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
4_2bNatalidadNacidosvivos,DHBEvolucinTemporal,salud,ok,twbx_zip,4557574,59,4,292,82,247,21,4,30,79,7,73,13048,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,3e1380c21112573f67b85ebe69dafd1daff7949873bbc3775ddfadff202b5ba2,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
4_2cNatalidadMadreyparto,DHBEvolucinTemporal,salud,ok,twbx_zip,4557307,59,4,292,82,247,21,4,30,79,7,73,13048,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,06d88bb8f1418e4d19bb101c75e57f5472a8e54082f83e6d5be105f037991128,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
4_2dNatalidadLactancia,DHBEvolucinTemporal,salud,ok,twbx_zip,4557145,59,4,292,82,247,21,4,30,79,7,73,13048,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,b1f1016a91316b5e6ff1e2f4b0318cddbeef041bbadc75a4f710c38f8c7a32b1,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
4_3aMortalidadinfantilTasas,DHBEvolucinTemporal,salud,ok,twbx_zip,4557413,59,4,292,82,247,21,4,30,79,7,73,13048,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,0ad0ad1569183047b7ce6dbea81c6e078334288d8910e4a45522d8f3bd74cc0d,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
4_3bMortalidadinfantilCaractersticas,DHBEvolucinTemporal,salud,ok,twbx_zip,4557584,59,4,292,82,247,21,4,30,79,7,73,13048,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,1e80b9e14193f314f112f209d5a5e301b10c90f8c7d0f1d56dc8d087a4ebe112,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
4_3cMortalidadMaterna,DHBEvolucinTemporal,salud,ok,twbx_zip,4556631,59,4,292,82,247,21,4,30,79,7,73,13050,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,ffaeff8959493ecd2c35f00ea5c6ac67260917bb517b64839a2a8d5321ef834a,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
4_4aMortalidadNNyATasa,DHBEvolucinTemporal,salud,ok,twbx_zip,4556743,59,4,292,82,247,21,4,30,79,7,73,13048,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,f2e18c484abef9bfd6eff0d031f30b9de57fbaf9d2728b952dc37e065e0bfc28,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
4_4bMortalidadNNyACausas,DHBEvolucinTemporal,salud,ok,twbx_zip,4594914,59,4,292,82,247,21,4,30,79,7,73,14984,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,a9f589b20e7e6e3d807abf6bb0c311577a58cf1526ad14f0681d3a8ee377ca33,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
4_6Nutricin,DHBEvolucinTemporal,salud,ok,twbx_zip,4557427,59,4,292,82,247,21,4,30,79,7,73,13319,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,390b2a39162043ebe186c16c25d997a11134b3be408042b2f6c2fdca103e6b63,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
5_1aNNyAconmedidasdeproteccion_NNyA,DHBEvolucinTemporal,organismos-de-proteccion-de-derechos-de-la-ninez-adolescencia-y-justicia-juvenil,ok,twbx_zip,4557999,59,4,292,82,247,21,4,30,79,7,73,13050,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,805f7dae3c8d54c221d311f6a04ee9da646ea4a4c187613685c408b51fa53ecf,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
5_1bNNyAconmedidasdeproteccion_Dispositivos,DHBEvolucinTemporal,organismos-de-proteccion-de-derechos-de-la-ninez-adolescencia-y-justicia-juvenil,ok,twbx_zip,4557829,59,4,292,82,247,21,4,30,79,7,73,13050,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,d790839518f496e45a8a16f1b5e99b716b508a2e41073fd4a85d8026a9a3c60e,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
5_2PAE,DHBEvolucinTemporal,organismos-de-proteccion-de-derechos-de-la-ninez-adolescencia-y-justicia-juvenil,ok,twbx_zip,4557553,59,4,292,82,247,21,4,30,79,7,73,13050,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,573d702dc215ee5fc847bf91c832faae22b2c72e09f297a5dc28695b4f3c553c,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
5_3Lnea102,DHBEvolucinTemporal,organismos-de-proteccion-de-derechos-de-la-ninez-adolescencia-y-justicia-juvenil,ok,twbx_zip,4557056,59,4,292,82,247,21,4,30,79,7,73,13050,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,f2992289d4123051aa3caec49675b9052f1d2fee9b964bc8bace03837f23498f,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
5_4aJusticiajuvenilAdolescentesyjvenes,DHBEvolucinTemporal,organismos-de-proteccion-de-derechos-de-la-ninez-adolescencia-y-justicia-juvenil,ok,twbx_zip,4557633,59,4,292,82,247,21,4,30,79,7,73,13050,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,a1c346f75ba5c80bc2b7905298ca981eda293d91cb1c25374f6a621b9b763bd9,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
5_4bJusticiajuvenilDispositivospenales,DHBEvolucinTemporal,organismos-de-proteccion-de-derechos-de-la-ninez-adolescencia-y-justicia-juvenil,ok,twbx_zip,4557572,59,4,292,82,247,21,4,30,79,7,73,13050,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,e77a385031267c93312b7e63d113b74ac588e949d461c7ae5686ca7c201a8118,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
6_1Inversinpblicapresupuestonacional,DHBEvolucinTemporal,inversion-publica-en-ninez-y-adolescencia,ok,twbx_zip,4570931,59,4,292,82,247,21,4,30,79,7,73,13985,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,2c4fd14a1c0871f4f712cca2de99452b4523b3ca324545e14165a85c5fa13ea1,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
6_2aInversinpblicanacionalyprovincialNNyA,DHBEvolucinTemporal,inversion-publica-en-ninez-y-adolescencia,ok,twbx_zip,4558038,59,4,292,82,247,21,4,30,79,7,73,13050,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,81e1047b73559fd0f65b4efa17932b9cc3c02b5775fa477d138559db663a50e3,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
6_2bInversinpblicanacionalyprovincialPrimerainfancia,DHBEvolucinTemporal,inversion-publica-en-ninez-y-adolescencia,ok,twbx_zip,4558616,59,4,292,82,247,21,4,30,79,7,73,13050,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,43388a6cf3c239c641469aa274fc15b46f676fa775ef4d902aa108f393ff9f8d,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
7_1SaludsexualyreproductivaFecundidadadolescente,DHBEvolucinTemporal,adolescencia,ok,twbx_zip,4558461,59,4,292,82,247,21,4,30,79,7,73,13319,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,33abf6c80dbb2bc786c92e219b323957280fe6bde24691a135419d7e2687a53a,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
7_3aMortalidadadolescenteTasas,DHBEvolucinTemporal,adolescencia,ok,twbx_zip,4594864,59,4,292,82,247,21,4,30,79,7,73,14984,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,e0ace7d4723910de21a6ef1f5253e46ed5be52b43add21b928e9401d1ddc0e27,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
7_3bMortalidadadolescenteCausas,DHBEvolucinTemporal,adolescencia,ok,twbx_zip,4595178,59,4,292,82,247,21,4,30,79,7,73,14984,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,db6065b82deb3d80a4b80df82b03be9fc8f2af6935c3159825b81c0c96f41df0,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
7_3cMortalidadadolescenteCausasexternas,DHBEvolucinTemporal,adolescencia,ok,twbx_zip,4596388,59,4,292,82,247,21,4,30,79,7,73,14984,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,0888056a76bfd7f5ccb077d25f27c09007642137df61c75dc5bd6f2ef67decc6,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
7_3dMortalidadadolescenteAccidentes,DHBEvolucinTemporal,adolescencia,ok,twbx_zip,4594988,59,4,292,82,247,21,4,30,79,7,73,14984,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,be08ce077defed168476e9be8ceb56fde10d4f5ee69e54bed010c2d90ae37d56,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
7_3eMortalidadadolescenteSuicidios,DHBEvolucinTemporal,adolescencia,ok,twbx_zip,4844392,59,6,292,82,247,21,4,30,85,7,73,14984,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,89131d3620057f9747e7787b882f97ec1068fc0c0c403b24cea55dbf60029b51,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,13612fa211d0e6a4404730ca8deb9a32e259cb7cd67f4ee55fa4a22b1aa21f03,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,832ef14e5413612d69b9b90730b2cfe499e7bad2154824293219cadee63f9aaa,F02
7_4Becasprogresar,DHBEvolucinTemporal,adolescencia,ok,twbx_zip,4557693,59,4,292,82,247,21,4,30,79,7,73,13319,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,63fa0366c24ad99219f4e07ed7f176642b61a67a0d503598d85abecdc06c7353,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
8_1aNNyAdiscapacidadCUD_SS,DHBEvolucinTemporal,grupos-prioritarios,ok,twbx_zip,4571735,59,4,292,82,247,21,4,30,79,7,73,13860,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,9eb52e63545a21e6136554c2dafbe7542fa806d3e2bf9598bce73971954bd80d,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
8_1bNNyAdiscapacidadCaracteristicasCUD,DHBEvolucinTemporal,grupos-prioritarios,ok,twbx_zip,4558085,59,4,292,82,247,21,4,30,79,7,73,13319,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,76616de2899d74ae3dee6310d51de404658da1cd34fc6f826ef265a69c9d7227,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
8_1cNNyAdiscapacidadCaracteristicasurbanos,DHBEvolucinTemporal,grupos-prioritarios,ok,twbx_zip,4557966,59,4,292,82,247,21,4,30,79,7,73,13319,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,ac41a39b3bdf40e9afc3f3be34144a7abc2fc75c46455d0eb0ce6eb0ea563160,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
8_2NNyAindgenas,DHBEvolucinTemporal,grupos-prioritarios,ok,twbx_zip,4565287,59,4,292,82,247,21,4,30,79,7,73,13589,83563ac55047c98183decafd0cf1d30aaf92e8e876521ec332aa18dfeecc66d6,3595d46fe59367ad24397a107ef2fa7dd0ecbc2874d582afaba5ab6147eebc24,882c8e93aa4d313fb08bff286bc2859dd45b2e4cc1f47238f67e8db884fa637f,1e19b6651f0efd8a75c8160634044ef992850a5256c26889cd35f65905374697,9f30e816d03f257a2e91849e1c5a08dbb418d77886d33c24c45ef7cffa8b43ff,Configuracion | Datos | Grupos Indicadores | Indicadores | Tableros | Temas | shp,68761666158158e4ace3f78d723870e9a648ad32fd13b4f9061e64b103803ee0,F01
